original_title,popularity,vote_average,vote_count,Comedy,TV Movie,Family,Science Fiction,Drama,Romance,Action,War,Mystery,Music,Adventure,Crime,Horror,Animation,History,Fantasy,Western,Thriller,Running time,Budget,Box Office,Actors Box Office %,Director Box Office %,Earnings,Oscar and Golden Globes nominations,Oscar and Golden Globes awards,IMDb score,ROI,successo
The Homesman,29.933,6.541,763,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,122,16000000,10000000,0.75,0.0,-6000000,0,0,6.6,-0.375,0
Evil Dead,178.317,6.54,4427,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,96,17000000,97000000,0.6667000000000001,1.0,80000000,0,0,6.5,4.705882352941177,0
2 Guns,41.528,6.539,4004,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,109,61000000,132000000,0.6667000000000001,1.0,71000000,0,0,6.7,1.1639344262295082,0
The Conspirator,30.447,6.538,424,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,122,25000000,15000000,0.3873,0.4,-10000000,0,0,7.0,-0.4,0
Drive Me Crazy,16.259,6.5,367,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,91,8000000,22000000,0.6667000000000001,0.6667000000000001,14000000,0,0,5.7,1.75,0
Slither,45.053,6.538,1466,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,95,15500000,12800000,0.22219999999999998,0.3333,-2700000,0,0,6.5,-0.17419354838709677,0
The Pledge,44.922,6.5,975,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,124,45000000,29000000,0.11109999999999999,0.5,-16000000,0,0,6.8,-0.35555555555555557,0
Bad Santa,32.0,6.537,2055,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,98,18000000,76000000,0.75,0.5,58000000,0,0,7.1,3.2222222222222223,1
Dragonfly,16.047,6.537,821,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,104,60000000,54000000,0.16670000000000001,0.6667000000000001,-6000000,0,0,6.1,-0.1,0
Hollywood Ending,16.045,6.537,478,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,16000000,5000000,0.3333,0.2857,-11000000,0,0,6.6,-0.6875,0
The American President,17.924,6.537,676,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,114,62000000,43000000,0.3333,0.4545,-19000000,0,0,6.8,-0.3064516129032258,0
Charlie Wilson's War,18.259,6.537,1417,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,102,75000000,119000000,0.5166,0.16670000000000001,44000000,2,0,7.1,0.5866666666666667,0
Raise Your Voice,12.576,6.536,810,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,103,15000000,10000000,0.5555,0.5,-5000000,0,0,5.9,-0.3333333333333333,0
Dinosaur,59.773,6.536,2406,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,82,127500000,350000000,0.44,1.0,222500000,0,0,6.5,1.7450980392156863,0
DragonHeart,33.086,6.536,1910,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,103,57000000,115000000,1.0,0.8181,58000000,0,0,6.4,1.0175438596491229,0
Mr. Turner,19.001,6.535,501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,150,8200000,8680000,0.0,0.0,480000,8,0,6.8,0.05853658536585366,0
The Karate Kid,50.712,6.535,5792,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,126,8000000,359000000,0.77,1.0,351000000,0,0,7.2,43.875,1
The Karate Kid,50.712,6.535,5792,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,126,8000000,91000000,0.77,1.0,83000000,0,0,7.2,10.375,1
Blade II,79.38,6.535,4536,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,117,54000000,155000000,0.6667000000000001,0.6,101000000,0,0,6.7,1.8703703703703705,0
Red Tails,33.249,6.534,608,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,125,58000000,49000000,0.5,0.0,-9000000,0,0,5.9,-0.15517241379310345,0
Ghost Town,34.609,6.534,929,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,102,20000000,27000000,0.16670000000000001,0.2,7000000,0,0,6.7,0.35,0
The Tigger Movie,16.033,6.5,542,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,77,30000000,96200000,0.61,1.0,66200000,0,0,6.3,2.2066666666666666,0
Joy,45.327,6.532,3992,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,124,60000000,101000000,0.5746,0.625,41000000,1,0,6.6,0.6833333333333333,0
Ramona and Beezus,15.976,6.532,744,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,15000000,27000000,0.0,0.0,12000000,0,0,6.7,0.8,0
The Birth of a Nation,11.888,6.531,510,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,10000000,16000000,0.16670000000000001,0.0,6000000,0,0,5.4,0.6,0
The Running Man,99.954,6.531,2263,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,101,27000000,38000000,0.3333,0.0,11000000,0,0,6.6,0.4074074074074074,0
The Lost World: Jurassic Park,2.568,6.531,8096,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,129,73000000,618000000,0.6667000000000001,0.846,545000000,0,0,6.5,7.465753424657534,0
The Cotton Club,14.413,6.53,383,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,123,58000000,25900000,0.6667000000000001,0.7272,-32100000,0,0,6.5,-0.553448275862069,0
Penguins of Madagascar,64.328,6.529,4008,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,92,132000000,373000000,0.8889,0.8,241000000,0,0,6.7,1.8257575757575757,0
Thor: The Dark World,89.467,6.529,16885,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,112,170000000,644000000,0.9047,1.0,474000000,0,0,7.1,2.788235294117647,1
The Faculty,39.562,6.529,1870,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,104,15000000,40000000,0.77,0.7272,25000000,0,0,6.4,1.6666666666666667,0
The Day After Tomorrow,45.583,6.528,7835,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,124,125000000,544000000,0.5666,0.5,419000000,0,0,6.4,3.352,0
Killer Joe,31.593,6.527,1352,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,98,11000000,3200000,0.11109999999999999,0.3333,-7800000,0,0,6.7,-0.7090909090909091,0
Bridesmaids,51.444,6.527,4228,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,131,32500000,288000000,1.0,0.4,255500000,2,0,6.8,7.861538461538461,0
Undisputed,39.147,6.527,690,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,94,20000000,10000000,0.11109999999999999,0.0,-10000000,0,0,6.1,-0.5,0
High School Musical 2,18.885,6.526,3627,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,111,7000000,253000000,1.0,0.8,246000000,1,0,4.8,35.142857142857146,0
K-19: The Widowmaker,13.648,6.526,971,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,138,100000000,66000000,0.3666,0.6667000000000001,-34000000,0,0,6.7,-0.34,0
Harold & Kumar Go to White Castle,28.458,6.525,1975,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88,9000000,24000000,0.38880000000000003,1.0,15000000,0,0,7.1,1.6666666666666667,1
Subway,32.061,6.525,425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,98,17000000,3900000,0.5,0.4,-13100000,0,0,6.5,-0.7705882352941177,0
RED 2,46.299,6.524,3897,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,116,84000000,148000000,0.6667000000000001,0.5,64000000,0,0,6.7,0.7619047619047619,0
The Iceman,27.573,6.523,979,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,106,10000000,3000000,0.5555,0.0,-7000000,0,0,6.9,-0.7,0
Underworld: Rise of the Lycans,43.037,6.523,3504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,92,35000000,91000000,0.7222,1.0,56000000,0,0,6.6,1.6,0
The Hunting Party,9.837,6.523,305,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,101,25000000,7200000,0.11109999999999999,0.0,-17800000,0,0,6.9,-0.712,0
The Neon Demon,21.003,6.522,3626,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,118,7000000,4000000,0.0,0.6667000000000001,-3000000,0,0,7.0,-0.42857142857142855,0
Hands of Stone,15.46,6.522,384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105,20000000,5600000,0.2888,0.0,-14400000,0,0,7.2,-0.72,0
Nothing to Lose,27.978,6.522,580,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98,25000000,111000000,0.8889,0.75,86000000,0,0,6.7,3.44,0
Miss Congeniality,45.224,6.522,3764,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,109,45000000,212000000,1.0,0.375,167000000,2,0,6.2,3.7111111111111112,0
Event Horizon,53.225,6.521,2692,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,130,60000000,26000000,0.44,0.5,-34000000,0,0,6.7,-0.5666666666666667,0
For Your Eyes Only,27.204,6.5,1768,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,127,28000000,195000000,0.8332999999999999,1.0,167000000,1,0,6.8,5.964285714285714,0
The Chronicles of Riddick,15.225,6.52,3911,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,134,105000000,116000000,0.6667000000000001,0.5,11000000,0,0,6.7,0.10476190476190476,0
Small Soldiers,29.365,6.519,2038,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,108,40000000,71000000,0.4047,0.4285,31000000,0,0,6.1,0.775,0
Save the Last Dance,14.165,6.519,1237,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,112,13000000,91000000,0.6667000000000001,1.0,78000000,0,0,6.1,6.0,0
Kiss the Girls,25.929,6.519,1432,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,115,27000000,60000000,0.77,0.6,33000000,0,0,6.6,1.2222222222222223,0
Men in Black 3,40.705,6.517,10026,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106,225000000,624000000,0.5,0.7142000000000001,399000000,0,0,6.8,1.7733333333333334,0
Wanted,44.927,6.519,6791,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,110,75000000,342000000,0.9167000000000001,0.5,267000000,0,0,6.7,3.56,0
May,33.683,6.516,590,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,93,500000,1500000,0.44,1.0,1000000,0,0,6.7,2.0,0
Annie,197.185,6.515,668,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,65000000,103000000,0.5555,0.6667000000000001,38000000,0,0,5.2,0.5846153846153846,0
The New World,15.911,6.5,1101,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,150,30000000,30000000,0.44,0.0,0,1,0,6.7,0.0,0
Awake,33.344,6.514,1324,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,84,8600000,32000000,0.5,1.0,23400000,0,0,6.5,2.7209302325581395,0
X-Men: Apocalypse,240.603,6.513,12624,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,144,178000000,544000000,0.8190000000000001,0.75,366000000,0,0,7.3,2.056179775280899,1
Burnt,27.405,6.512,3256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101,20000000,36100000,0.5555,0.5,16100000,0,0,6.6,0.805,0
Rio 2,60.971,6.512,3363,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,101,103000000,500000000,0.77,1.0,397000000,0,0,6.4,3.854368932038835,0
The Living Daylights,142.519,6.512,1686,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,130,30000000,191000000,0.77,1.0,161000000,0,0,6.7,5.366666666666666,0
The Mechanic,45.374,6.51,3122,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,93,40000000,76000000,0.4583,0.5,36000000,0,0,6.6,0.9,0
It's Complicated,18.634,6.51,1342,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120,85000000,219000000,0.3333,1.0,134000000,3,0,6.6,1.576470588235294,0
I Spit on Your Grave,35.474,6.509,2177,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,105,2000000,9000000,1.0,1.0,7000000,0,0,6.3,3.5,0
Black Mass,29.018,6.508,3253,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,123,53000000,99300000,0.5225,0.3333,46300000,0,0,7.0,0.8735849056603774,1
The Amazing Spider-Man 2,71.517,6.508,12838,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,142,200000000,202000000,0.44,0.6667000000000001,2000000,0,0,6.7,0.01,0
Bolt,56.95,6.508,5831,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,96,150000000,309000000,0.6667000000000001,1.0,159000000,1,0,6.9,1.06,0
War of the Worlds,142.563,6.508,8104,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,116,132000000,606000000,0.75,0.846,474000000,4,0,6.5,3.590909090909091,0
Madagascar: Escape 2 Africa,52.416,6.506,6669,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,89,150000000,604000000,0.7555,0.8,454000000,0,0,6.7,3.026666666666667,0
Star Trek: Generations,85.454,6.5,1271,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,118,35000000,118000000,0.22219999999999998,1.0,83000000,1,0,6.6,2.3714285714285714,0
Quartet,18.999,6.5,351,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,98,11000000,60000000,0.6667000000000001,1.0,49000000,3,0,6.8,4.454545454545454,0
Elysium,88.766,6.505,8551,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,109,115000000,286000000,1.0,1.0,171000000,0,0,6.6,1.4869565217391305,0
Basic,18.835,6.506,993,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,98,50000000,41300000,0.5,0.4,-8700000,0,0,6.5,-0.174,0
Bad Moms,37.234,6.505,3983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20000000,183000000,0.7222,1.0,163000000,0,0,6.7,8.15,0
Bad Moms,37.234,6.505,3983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20000000,183000000,0.7222,1.0,163000000,0,0,6.7,8.15,0
Epic,49.573,6.503,2630,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,102,100000000,268000000,1.0,1.0,168000000,0,0,6.7,1.68,0
The Ugly Truth,31.087,6.499,3413,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96,38000000,205000000,0.5,0.6667000000000001,167000000,0,0,6.5,4.394736842105263,0
Kingpin,53.295,6.499,825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,27000000,25000000,0.35710000000000003,0.6667000000000001,-2000000,0,0,6.9,-0.07407407407407407,0
Cliffhanger,66.175,6.498,2264,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,124,70000000,84000000,0.2777,0.2,14000000,0,0,6.4,0.2,0
Copycat,30.495,6.497,905,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,123,20000000,32900000,0.3333,0.0,12900000,0,0,6.6,0.645,0
2 Fast 2 Furious,7.668,6.497,7189,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,107,76000000,236000000,0.75,0.4285,160000000,0,0,5.9,2.1052631578947367,0
Things to Do in Denver When You're Dead,15.362,6.497,357,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,115,7000000,8000000,0.5,0.6,1000000,0,0,6.8,0.14285714285714285,0
The Deep End of the Ocean,18.628,6.5,419,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,106,38000000,28000000,0.3333,0.0,-10000000,0,0,6.3,-0.2631578947368421,0
The Last House on the Left,23.44,6.496,1678,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,114,15000000,4500000,0.44,0.0,-10500000,0,0,6.6,-0.7,0
Freaky Friday,37.006,6.496,3658,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,97,26000000,110000000,0.6667000000000001,0.5,84000000,0,0,6.1,3.230769230769231,0
Forgetting Sarah Marshall,22.247,6.494,3263,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,118,30000000,105000000,0.8332999999999999,0.75,75000000,0,0,7.2,2.5,1
Live and Let Die,60.635,6.5,1948,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,121,7000000,161000000,1.0,0.8,154000000,3,1,6.8,22.0,0
What's Your Number?,22.425,6.494,2279,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117,20000000,30000000,0.44,0.0,10000000,0,0,6.0,0.5,0
My Big Fat Greek Wedding,16.276,6.494,2047,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,95,5000000,368000000,1.0,0.5,363000000,3,0,6.6,72.6,0
Return to Never Land,27.068,6.493,2269,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,72,20000000,110000000,0.44,1.0,90000000,0,0,5.8,4.5,0
Flatliners,51.66,6.493,1473,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,115,26000000,61000000,0.44,0.6667000000000001,35000000,1,0,6.6,1.3461538461538463,0
Flashdance,74.003,6.493,1408,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,95,4000000,92000000,0.6667000000000001,0.75,88000000,0,0,6.1,22.0,0
Osmosis Jones,34.622,6.492,973,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,95,70000000,14000000,0.5,0.6667000000000001,-56000000,0,0,6.2,-0.8,0
Scream 2,324.061,6.492,3975,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,120,24000000,170000000,0.5555,0.7,146000000,1,0,6.1,6.083333333333333,0
Safe,43.721,6.49,2354,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,94,30000000,19000000,68055555555.5555,0.5,-11000000,0,0,6.5,-0.36666666666666664,0
Joy Ride,27.145,6.491,1129,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,97,23000000,22000000,0.3333,0.0,-1000000,0,0,6.6,-0.043478260869565216,0
Lone Wolf McQuade,17.643,6.49,338,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,107,5000000,12500000,0.6667000000000001,1.0,7500000,0,0,6.3,1.5,0
Blue Streak,35.14,6.49,1417,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,93,65000000,117000000,0.8055,0.2,52000000,0,0,6.3,0.8,0
Before I Go to Sleep,24.509,6.489,1947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,92,22000000,15000000,0.11109999999999999,0.0,-7000000,0,0,6.3,-0.3181818181818182,0
Act of Valor,19.64,6.488,1086,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,110,12000000,70000000,1.0,1.0,58000000,1,0,6.5,4.833333333333333,0
Twister,173.18,6.488,3094,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,113,92000000,494000000,0.6,0.6,402000000,3,0,6.3,4.369565217391305,0
Star Trek: The Motion Picture,38.286,6.5,1651,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,143,35000000,139000000,1.0,1.0,104000000,1,0,6.4,2.9714285714285715,0
Courage Under Fire,14.314,6.486,877,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,116,46000000,101000000,0.75,0.5,55000000,0,0,6.6,1.1956521739130435,0
Role Models,28.032,6.484,1816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,28000000,92000000,0.77,0.5,64000000,0,0,6.9,2.2857142857142856,0
The Game Plan,26.679,6.483,1960,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,22000000,148000000,0.8332999999999999,0.6667000000000001,126000000,0,0,6.2,5.7272727272727275,0
The Prophecy,21.457,6.484,475,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,98,8000000,16000000,0.5738,1.0,8000000,0,0,6.6,1.0,0
The Sisterhood of the Traveling Pants,16.614,6.482,1249,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,119,25000000,39100000,0.6667000000000001,0.25,14100000,1,0,6.6,0.564,0
Air Force One,22.935,6.5,2831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,124,85000000,315000000,0.8665999999999999,0.6667000000000001,230000000,2,0,6.4,2.7058823529411766,0
The Fast and the Furious: Tokyo Drift,14.209,6.482,6602,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,104,85000000,159000000,0.3333,0.5,74000000,0,0,6.0,0.8705882352941177,0
Analyze This,21.434,6.482,1800,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,103,30000000,138000000,0.47619999999999996,0.5,108000000,0,0,6.7,3.6,0
Beverly Hills Cop II,37.721,6.481,2310,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,100,28000000,150000000,1.0,0.41659999999999997,122000000,0,0,6.4,4.357142857142857,0
Fair Game,24.393,6.5,743,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,108,22000000,24800000,0.3333,0.8571,2800000,0,0,6.8,0.12727272727272726,0
Smokin' Aces,36.274,6.48,1573,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,109,17000000,57000000,0.8055,0.6667000000000001,40000000,0,0,6.7,2.3529411764705883,0
Where the Wild Things Are,19.848,6.479,1770,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,101,100000000,100000000,0.16670000000000001,0.5,0,0,0,6.8,0.0,0
U-571,28.974,6.5,1168,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,116,62000000,130000000,0.38880000000000003,0.5,68000000,0,0,6.6,1.096774193548387,0
The Hangover Part II,50.692,6.476,10162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,80000000,586000000,0.8889,0.7142000000000001,506000000,2,0,6.5,6.325,0
Rush Hour 3,49.079,6.472,3137,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,91,140000000,258000000,0.22219999999999998,0.6,118000000,0,0,6.2,0.8428571428571429,0
A Most Wanted Man,19.722,6.472,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122,15000000,36000000,0.9333,0.6667000000000001,21000000,0,0,6.8,1.4,0
Summer of Sam,16.555,6.472,436,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,142,22000000,19000000,0.3333,0.5,-3000000,0,0,6.6,-0.13636363636363635,0
The Manchurian Candidate,17.371,6.5,1471,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,129,80000000,96000000,0.8889,0.5,16000000,0,0,6.6,0.2,0
Assassins,33.7,6.471,1491,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,132,50000000,303000000,0.9444,0.5,253000000,0,0,6.3,5.06,0
Green Zone,36.225,6.47,2103,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,115,100000000,94000000,0.3333,0.8571,-6000000,0,0,6.9,-0.06,0
TRON: Legacy,68.382,6.47,6923,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,125,170000000,433000000,0.8889,1.0,263000000,0,0,6.8,1.5470588235294118,0
TRON: Legacy,68.382,6.47,6923,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,125,170000000,400000000,0.8889,1.0,230000000,1,0,6.8,1.3529411764705883,0
Heavy Metal,43.67,6.471,661,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,90,9300000,20000000,0.6667000000000001,1.0,10700000,0,0,6.7,1.1505376344086022,0
The Santa Clause,17.854,6.469,1966,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,97,22000000,190000000,1.0,0.3333,168000000,0,0,6.4,7.636363636363637,0
The Beach,27.525,6.47,4220,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,119,50000000,144000000,0.6667000000000001,0.5555,94000000,0,0,6.6,1.88,0
Shaft,22.991,6.47,338,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,99,46000000,107000000,0.7222,0.4285,61000000,0,0,5.9,1.326086956521739,0
Eagle Eye,39.696,6.47,2755,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,118,80000000,178000000,0.3333,0.8,98000000,0,0,6.6,1.225,0
For Love of the Game,12.341,6.468,401,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,137,50000000,46800000,0.5483,0.615,-3200000,0,0,6.5,-0.064,0
Freeway,27.658,6.467,348,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,102,3000000,3000000,0.3333,0.0,0,0,0,6.9,0.0,0
Big Daddy,38.011,6.466,3137,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93,34200000,234000000,0.7962,0.6667000000000001,199800000,0,0,6.4,5.842105263157895,0
Let's Be Cops,41.483,6.465,2686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,17000000,138000000,0.8889,0.5,121000000,0,0,6.5,7.117647058823529,0
The Twilight Saga: Breaking Dawn - Part 2,78.735,6.465,8652,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,115,120000000,829000000,0.625,0.5,709000000,0,0,5.5,5.908333333333333,0
The Twilight Saga: Breaking Dawn - Part 2,78.735,6.465,8652,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,115,120000000,830000000,0.625,0.5,710000000,0,0,5.5,5.916666666666667,0
She's Out of My League,27.587,6.464,2039,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,104,20000000,32000000,0.3333,0.0,12000000,0,0,6.4,0.6,0
Safe House,40.516,6.464,3437,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,115,85000000,208000000,0.77,0.5,123000000,0,0,6.8,1.4470588235294117,0
Scream 4,130.337,6.5,3544,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,111,40000000,97000000,0.6667000000000001,0.7,57000000,0,0,6.2,1.425,0
In & Out,25.725,6.464,665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,35000000,32000000,0.3333,0.25,-3000000,0,0,6.3,-0.08571428571428572,0
Get Shorty,29.234,6.464,990,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,105,30250000,72000000,0.46659999999999996,0.7142000000000001,41750000,1,0,6.9,1.3801652892561984,0
Charlie's Angels,27.059,6.5,2870,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,94,92000000,264000000,0.3333,0.5,172000000,0,0,5.5,1.8695652173913044,0
